Number,Year,Genre,Source,Sentence,Syntax,Contrast,Position,Other,Local,Licensor.category,Licensor,Note,Note2,Syntax2,Contrast2
46,2011,NEWS,AssocPress ,"such now that no one knows when he'll play his next event, much less his next major. # Martin Kaymer won the PGA Championship and eventually rose to",NP,N,final,NA,1,Neg,no one,NA,NA,NP,N
48,2011,ACAD,Commentary ,"Calloway was even more reluctant to make such claims for his big band, much less his singing. Nowhere in the pages of Hi-De-Ho does Shipton quote him as having",NP,N,final,NA,1,Adj,reluctant,NA,NA,NP,N
60,2010,FIC,Bk:WithoutMercy ,"and threw it on. She didn't have time for a shower, much less a jog. Instead, she threw water over her face, tossed a couple",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
61,2010,FIC,Bk:HeavenstoneSecrets ,"she raised her voice. "" Uncle Perry will never have a son, much less a daughter, unless he adopts one, and that child won't have any",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
66,2010,FIC,Bk:DaughterDarkness ,"it, dropped into a world without any family, without any daddy, much less any mother. Sometimes, maybe because of books I read or movies I saw",NP,N,final,NA,1,Prep,without,NA,NA,NP,N
69,2010,FIC,Bk:SummersChild ,"did get up. She barely seemed to remember her daughters' names, much less their birthdays. Chloe wouldn't care, of course. She was seventeen this",NP,N,final,NA,1,Adv,barely,NA,NA,NP,N
101,2009,ACAD,Poetry ,"suspicion that it's impermissible to be a casual reader of contemporary poetry, much less a casual critic. From the outside, it seems like you're either an",NP,N,final,NA,1,Adj,impermissible,NA,NA,NP,N
122,2009,FIC,Analog ,", absorbing their mystical powers. They didn't even have a lodge, much less a lodge pole, but Andreakos loved putting on the replacements. Phil once found",NP,N,final,NA,1,Neg,NA,interesting in terms of  PA placement,NA,NP,N
131,2008,FIC,Bk:MySoulKeep ,"air is indeed crowded. And the other inhabitants rarely announce their presence, much less their intentions. Which sends the rest of us spinning around in unexpected directions,",NP,N,final,NA,1,Adv,rarely,NA,NA,NP,N
135,2008,FIC,GoodHousekeeping ,", she wouldn't be able to let me out of her sight, much less her arms. // After a long moment, she reaches for my hand and",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
145,2008,MAG,SportsIll ,"a mock protest. "" We shouldn't be retiring Danny's shoelaces, much less his jersey, "" McHale might say. "" If Danny's jersey goes up",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
166,2007,MAG,USCatholic ,"much as I would like to. Neither can I guarantee her safety, much less her happiness. All I can do is to be grateful for the chains she",NP,N,final,NA,1,Neg,Neither,NA,NA,NP,N
171,2007,NEWS,NYTimes ,"the average legislator to understand the bill should he or she try to, much less the average citizen. It's doubtful this is an accident. # But there",NP,N,final,NA,1,NEC,NA,NA,NA,NP,N
218,2005,FIC,Bk:HardDaysKnight ,". "" I'm not seeing even a small flock of manly knights, much less a herd of them. In fact, there doesn't seem to be anyone",NP,N,final,pronoun,0,Neg,NA,NA,NA,NP,N
220,2005,MAG,SportingNews ,"famous weren't much fun for him when he was in his 30s, much less his 40s. Those close to Clemens, however, say he has allowed for",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
221,2005,MAG,USCatholic ,"as other pursuits can, and that's not helpful to your soul, much less your pocketbook. "" Tom Beaudoin, professor of religious studies at Santa Clara University",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
235,2004,FIC,Commentary ,"half Stengel's size. He didn't know the rules of baseball, much less the subtleties. By rights and the laws of physics he should not have been",NP,N,final,NA,0,Neg,NA,NA,NA,NP,N
237,2004,FIC,FantasySciFi ,". Absolutely fine. Mrs. Spero had never come into my yard before, much less my house. I glanced behind me. The drapes were pulled, and the",NP,N,final,NA,1,Neg,never,NA,NA,NP,N
241,2004,FIC,Bk:GraveMatters ,"Apparently it had never occurred to her that anyone might question her reasoning, much less her motives. "" There are several things, "" she finally said, as",NP,N,final,NA,1,Neg,never,NA,NA,NP,N
257,2004,ACAD,AmerIndianQ ,"teach in the field know, this seldom carries with it an awareness, much less an appetite, for the history, the politics, and the injustice that come",NP,N,in NP,NA,1,NEC,NA,NA,NA,NP,N
267,2003,FIC,FantasySciFi ,"temples? "" "" I am not privy to my god's thoughts, much less his decisions. But since he is a thorough sort of deity, he doubtless",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
271,2003,FIC,FantasySciFi ,"far more worried about avoiding foreign heresy than getting to know their neighbors -- much less their enemies. # "" And when Tartars come in earnest, they want people",NP,N,final,NA,1,Comp,NA,NA,NA,NP,N
302,2002,SPOK,Fox_Sunday ,"he further argues, to risk his investment in weapons of mass destruction, much less his country, by handing such weapons to terrorists who would use them for their",NP,N,in VP,NA,0,NEC,NA,NA,NA,NP,N
339,2001,FIC,TodaysWoman ,"she died? No one could ever take her place in my life, much less my heart. # Overwhelmed with grief, I received few hours of sleep on",NP,N,final,NA,1,Neg,no one,NA,NA,NP,N
381,2000,NEWS,Atlanta ,"violence, I believe God is needed more than ever in our nation, much less our schools. # There are always posters of football events, club activities and",NP,N,final,NA,1,NEC,NA,NA,NA,NP,N
450,1998,NEWS,Atlanta ,"that people in the community probably weren't even aware of their existence, much less their problems. # Mostly, they were invisible.' Possibility of some conspiracy",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
465,1997,FIC,ChicagoRev ,"timed it exactly right. The audience couldn't have stood another beat, much less another bar, couldn't have held its collective breath a moment longer. We",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
468,1997,FIC,FantasySciFi ,"have been, oh, so long without a woman in my bed, much less my life. # "" My people would laugh at me for not understanding,",NP,N,final,NA,1,Prep,without,NA,NA,NP,N
470,1997,FIC,BilingualRev ,"didn't even realize that cyberman and I shared the same time zone, much less the same area code, until he said he wanted to talk to me on",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
471,1997,FIC,ArkansasRev ,took little notice of me as I was too unsociable to hold their interest much less their sympathy. That is why it was relatively simple for me to adjust to,NP,N,final,NA,1,Adj,unsociable,NA,NA,NP,N
475,1997,MAG,USAToday ,"of lane capacity-considerably below the threshold required for construction of a new lane, much less a new freeway or toll road. Even in the most congested highway areas,",NP,N,final,conj,1,Prep,below,NA,NA,NP,N
511,1996,MAG,Environmental ,"handwringing will net us nothing in terms of a future for our children, much less our planet. Thomas Nel Tripp Gahanna, Ohio What an eco-hero to feature in",NP,N,final,NA,1,Neg,nothing,NA,NA,NP,N
532,1995,MAG,People ,"ago, Brudnoy would never have dreamed he would be discussing his illness, much less his homosexuality, in public. That changed on Oct. 24, when he began",NP,N,in VP,NA,1,Neg,never,NA,NA,NP,N
566,1994,MAG,ChristCentury ,"have the power or whatever it takes to show God to a believer, much less an unbeliever. Yet after fighting doubt and depression at the loss of his mother",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
576,1994,NEWS,WashPost ,"No one spoke English, and we couldn't find the right platform, much less the right train. And then a man leaning out a train window (he",NP,N,final,NA,1,Neg,no one,NA,NA,NP,N
611,1992,FIC,AntiochRev ,", "" Cora said nervously. She had never seen a saloon before, much less a saloon-keeper, and she wasn't sure just what the proper greeting should be",NP,N,final,NA,1,Neg,never,interesting in terms of  PA placement,NA,NP,N
624,1992,MAG,AmSpect ,"writes opinions. He doesn't give speeches or interviews about his work, much less his confirmation, and it would be unseemly if he did. President Bush and",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
637,1992,NEWS,SanFranChron ,"its several hundred thousand members the ABA has yet to resolve the legality, much less the morality, of this difficult issue. No pro-abortion consensus exists within the legal",NP,N,in NP,"more than N, less than NP",1,Part,yet to,NA,NA,NP,N
639,1992,NEWS,Chicago ,"Franklin disagreed, and almost never slept in the same house as he, much less the same bed. # As a parent she was a failure. She forced",NP,N,final,NA,0,Neg,never,NA,NA,NP,N
640,1992,ACAD,AmerScholar ,"in aim, while intellectually substantive, to win these students' attention, much less their interest. # To shoulder these burdens, liberal arts teachers at Juilliard collaborate",NP,N,final,NA,1,NEC,NA,NA,NA,NP,N
645,1992,ACAD,ForeignAffairs ,America's system of government. Moreover it is not the primary duty -- much less the practice -- of cabinet officers to think in interdepartmental terms; they properly try,NP,N,in NP,"more than N, less than NP",1,Neg,NA,NA,NA,NP,N
650,1992,ACAD,AmerIndianQ ,"and by the inadequacy of their own evangelical methods to make a dent, much less a major difference "" in Indian lives. 7 # But such conclusions are only valid",NP,N,in NP,NA,1,NEC,NA,NA,NA,NP,N
653,1992,ACAD,PerspPolSci ,"and Robert Kennedy. Humphrey was never able to get Johnson's attention, much less his support, for major new domestic initiatives. (n4) # As the Democratic",NP,N,in VP,NA,1,Neg,never,NA,NA,NP,N
691,1991,ACAD,AcademicQs ,"world down here, and these matters do not routinely enter our thoughts, much less our conversation. This despite the fact that from the first, Commentary writers have",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
694,1991,ACAD,AmerIndianQ ,"into their nation, the Cherokees were hard pressed to save their homes, much less their schools. Until the war was over, scholarship was suspended. 27 # The",NP,N,final,NA,1,Adj,hard pressed,NA,NA,NP,N
145,2008,NEWS,WashPost ,"// McGirt's Elite Boxing Gym in Vero Beach offers no air circulation, much less air conditioning. Hidden in a warehouse behind an office park, it's a",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
515,1996,SPOK,ABC_Brinkley ,"and weeks of hearings. There has been no showing of any impropriety, much less illegality. And so the American people should be reassured by that. Now we",NP,N,final,NA,1,Neg,NA,NA,NA,NP,N
33,2006,NEWS,Denver ,", 1935. # "" It's an essential piece of American music , much less American opera. It's the cumulative statement of everything that Gershwin knew about the",NP,N,final,NA,1,Positive,NA,NA,NA,NP,N
104,1994,SPOK,ABC_Nightline ,"that, the palace guard, is equipped even with modern assault rifles , much less modern weapons. There are no tanks. There are only a few towed artillery",NP,N,final,NA,1,NEC,NA,NA,NA,NP,N
1,2012,SPOK,ABC_ThisWeek ,"that today. But we don't even have a platform committee yet, much less a platform, so that. GEORGE-STEPHANOPOU# (Off-camera) Well, you do have a draft",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
3,2012,FIC,Bk:ThirdGraveDead ,"he had a hangover. When hungover, Garrett could barely see elephants, much less the departed. He managed to growl a question from between his clenched teeth.",NP,NP,final,NA,1,Adj,barely,NA,NA,NP,NP
4,2012,FIC,Bk:TeenyBitTrouble ,". A few months ago, I couldn't afford a peach martini, much less a whole caf. Then, on a fluke, I'd inherited the Spencer-Jackson",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
5,2012,FIC,Bk:SecondGraveOnLeft ,"Norma. Neither Cookie nor I had enough to cover our extra coffees, much less our mucho grandes, and since I doubted they would take my bunny slippers in",NP,NP,final,NA,1,Neg,Neither nor,NA,NA,NP,NP
9,2012,MAG,WashMonth ,"work for common shareholders, airline employees, or the American business community, much less the public. # One reason this business model doesn't work is that it",NP,NP,final,conj,1,NEC,NA,NA,NA,NP,NP
10,2012,NEWS,AssocPress ,"a Buffett holding? Where would they get the steel for the lines, much less the men to lay them? # Another problem with Facebook is that the very",NP,NP,final,NA,1,Ques,NA,NA,NA,NP,NP
12,2012,NEWS,WashPost ,"is working and what isn't, even before it hits the blogs, much less the traditional media outlets. But as both sides are learning, once they enter",NP,NP,final,NA,1,Prep,before,NA,NA,NP,NP
15,2012,ACAD,TeachingExceptional ,"students with the most significant disabilities were guaranteed a public education at all, much less the opportunity to attend postsecondary programs. Yet with subsequent reauthorizations of IDEA, including",NP,NP,final,NA,1,NEC,NA,NA,NA,NP,NP
16,2012,ACAD,JournalAmerican ,"though in different ways, yet can never achieve anything like emotional intimacy (much less the physical intimacy that the narrator suggests they also conflictually crave). Miriam's",NP,NP,final,NA,1,Neg,never,NA,NA,NP,NP
21,2011,SPOK,CNN_Behar ,"watch that show? I don't. I can barely find Oprah, much less that show. I mean, what do you think about that? I mean",NP,NP,final,NA,1,Adv,barely,NA,NA,NP,NP
22,2011,SPOK,Fox_Susteren ,"night before last, that he doesn't even have all the Democrats, much less any Republicans. VAN-SUSTEREN: So you're saying that this is just -- that was",NP,NP,final,NA,1,Neg,NA,"even, any",NA,NP,NP
24,2011,SPOK,NBC_Matthews ,"the back of beyond. You don't think anything could start there, much less a world historical movement that toppled dictators across the Middle East. And you know",NP,NP,final,subj,0,Neg,NA,NA,NA,NP,NP
28,2011,FIC,Bk:TooSinfulDeny ,was surprising enough. But the idea that Susan owed anything to anyone -- much less her cousin's new husband -- was intolerable. She had once been Society's,NP,NP,in S,subj,1,Adj,intolerable,not c-command,NA,NP,NP
29,2011,FIC,Bk:LongHappyLifeNovel ,"they didn't have the right to ask you for air to breathe, much less a ride, and I would pass them in a bus maybe, and they",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
30,2011,FIC,Bk:LongHappyLifeNovel ,"big fry, and she said the family ain't calmed down yet, much less the cow. She said when that plane touched ground, every tit on the",NP,NP,final,subj,0,Neg,NA,NA,NA,NP,NP
31,2011,FIC,Bk:BalladTomDooley ,"be guilty, who could not have paid for a shot of whiskey, much less an attorney for his defense? An idle, amoral Confederate veteran, accused of",NP,NP,final,NA,0,Neg,NA,NA,NA,NP,NP
32,2011,FIC,Bk:TehranInitiative ,"he now presided. He dared not gamble with his nation's sovereignty, much less his people's dignity and honor. He felt a tremendous burden upon his shoulders",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
33,2011,FIC,Bk:PartitionsNovel ,"The city isn't safe for any Mussulmaan, Gul Singh is pleading, much less a rich doctor. Hadn't they come this morning especially for him? He",NP,NP,final,NA,1,Neg,NA,NA,NA,NP,NP
36,2011,FIC,Bk:ItsAlwaysBeenYou ,"stand a chance of even taking her for a stroll on the street, much less a run to her bed. The mere thought made her shudder as she went",NP,NP,final,NA,0,NEC,NA,NA,NA,NP,NP
